date,AWND,PRCP,TMAX,TMIN,daily_consumption,is_low_consumption_outlier
2008-03-23,2.6,0.0,8.9,-1.1,2325.99,False
2008-03-24,2.9,0.0,10.0,0.6,1974.668,False
2008-03-25,3.6,0.0,8.9,-0.6,2015.856,False
2008-03-26,3.1,0.0,16.1,6.1,1633.472,False
2008-03-27,1.1,0.0,9.4,6.7,1370.822,False
2008-03-28,3.5,0.3,8.9,3.3,1885.424,False
2008-03-29,4.1,0.0,8.3,0.6,2471.15,False
2008-03-30,2.8,0.0,9.4,-2.2,2146.392,False
2008-03-31,3.2,3.6,13.9,2.8,1377.57,False
2008-04-01,3.8,7.6,19.4,12.2,2129.052,False
2008-04-02,4.7,0.0,12.2,2.8,1691.672,False
2008-04-03,2.1,1.3,10.0,0.6,1128.756,False
2008-04-04,2.7,16.0,11.7,5.6,1631.918,False
2008-04-05,2.9,2.0,15.0,10.0,1970.762,False
2008-04-06,5.9,0.0,10.6,5.6,1696.318,False
2008-04-07,4.8,0.0,10.6,5.0,1538.838,False
2008-04-08,3.9,0.0,14.4,5.0,2657.516,False
2008-04-09,2.1,0.5,14.4,4.4,1218.852,False
2008-04-10,1.6,0.0,23.9,8.9,1477.746,False
2008-04-11,3.0,2.0,16.1,9.4,1877.664,False
2008-04-12,2.2,8.6,24.4,8.9,2800.014,False
2008-04-13,3.8,0.0,13.3,6.1,2232.986,False
2008-04-14,2.8,0.0,14.4,3.3,1589.582,False
2008-04-15,2.4,0.0,16.1,5.6,1670.406,False
2008-04-16,2.1,0.0,20.0,7.2,1489.064,False
2008-04-17,1.7,0.0,22.8,7.8,1395.862,False
2008-04-18,1.4,0.0,28.9,10.6,1862.39,False
2008-04-19,3.2,0.0,23.3,11.1,2253.71,False
2008-04-20,4.4,0.0,17.8,9.4,1791.418,False
2008-04-21,5.1,0.0,17.2,8.3,1164.156,False
2008-04-22,2.7,0.0,22.2,8.9,1627.676,False
2008-04-23,2.0,0.0,25.6,11.7,1357.328,False
2008-04-24,2.5,0.0,26.1,17.2,1043.772,False
2008-04-25,2.5,0.0,21.7,13.3,1267.734,False
2008-04-26,3.4,0.3,17.8,10.6,903.166,False
2008-04-27,1.9,1.0,13.3,8.3,1008.24,False
2008-04-28,3.1,30.0,14.4,8.3,659.052,False
2008-04-29,3.1,1.0,13.9,7.8,1972.616,False
2008-04-30,2.9,0.0,13.9,5.6,1101.726,False
2008-05-01,2.6,1.5,15.6,6.7,576.014,False
2008-05-02,4.3,3.8,12.2,9.4,1497.768,False
2008-05-03,5.5,0.0,14.4,8.3,1289.6,False
2008-05-04,2.3,0.8,21.7,8.9,1470.97,False
2008-05-05,2.2,0.0,22.8,10.0,1366.932,False
2008-05-06,1.2,0.0,26.1,10.6,1789.98,False
2008-05-07,2.3,0.0,24.4,13.3,1176.264,False
2008-05-08,2.8,0.8,22.8,17.2,2116.698,False
2008-05-09,5.0,32.3,17.8,8.9,1747.272,False
2008-05-10,1.9,0.0,18.9,8.9,1909.128,False
2008-05-11,3.3,0.0,16.7,9.4,1610.92,False
2008-05-12,6.5,8.4,12.2,7.2,1524.204,False
2008-05-13,3.5,0.0,22.2,10.0,1476.894,False
2008-05-14,2.4,0.0,24.4,10.0,1584.262,False
2008-05-15,1.5,0.0,23.9,11.7,1162.768,False
2008-05-16,3.9,24.1,16.7,9.4,1648.03,False
2008-05-17,2.9,1.0,22.2,8.3,1657.454,False
2008-05-18,2.1,3.8,18.9,11.1,1803.958,False
2008-05-19,3.4,0.0,15.0,9.4,1030.262,False
2008-05-20,2.2,11.4,13.3,8.9,1581.334,False
2008-05-21,1.8,0.0,20.0,8.3,1324.112,False
2008-05-22,2.9,2.0,15.6,8.3,976.868,False
2008-05-23,3.6,0.0,20.6,9.4,1484.916,False
2008-05-24,2.1,0.0,21.7,11.7,1580.176,False
2008-05-25,2.1,0.0,25.0,11.7,2048.504,False
2008-05-26,3.1,0.0,26.7,14.4,1289.71,False
2008-05-27,3.1,5.8,28.3,15.6,1708.7,False
2008-05-28,3.0,0.0,20.0,11.7,1114.372,False
2008-05-29,2.3,0.0,23.9,10.0,1135.076,False
2008-05-30,2.1,0.0,27.8,14.4,1397.244,False
2008-05-31,2.6,6.1,24.4,17.8,1641.47,False
2008-06-01,2.8,0.0,27.8,18.3,1848.876,False
2008-06-02,2.7,0.0,26.7,15.6,1074.012,False
2008-06-03,1.9,0.0,28.9,17.8,1597.816,False
2008-06-04,2.2,17.0,21.7,13.9,1588.912,False
2008-06-05,2.6,0.3,23.3,16.1,1120.078,False
2008-06-06,2.0,0.0,23.3,15.0,1217.714,False
2008-06-07,1.8,0.0,34.4,16.1,1882.484,False
2008-06-08,2.1,2.5,33.9,23.3,1542.322,False
2008-06-09,2.7,0.0,35.6,24.4,1325.698,False
2008-06-10,2.1,1.0,35.6,20.6,1067.09,False
2008-06-11,2.0,0.0,29.4,21.1,1123.206,False
2008-06-12,2.2,0.0,29.4,20.6,1259.332,False
2008-06-13,2.1,0.0,28.3,18.9,1874.28,False
2008-06-14,1.4,51.1,31.7,20.0,1384.92,False
2008-06-15,1.6,2.0,28.3,18.3,2289.102,False
2008-06-16,1.7,5.3,25.6,16.1,1303.044,False
2008-06-17,2.7,0.0,23.9,16.1,1145.084,False
2008-06-18,1.6,1.8,22.8,13.9,1893.608,False
2008-06-19,1.8,0.0,24.4,13.9,1588.082,False
2008-06-20,1.6,5.1,26.1,16.1,1676.104,False
2008-06-21,1.4,0.0,28.3,15.6,1734.254,False
2008-06-22,2.7,1.3,26.1,20.6,1566.416,False
2008-06-23,1.2,1.5,26.1,20.6,1251.796,False
2008-06-24,2.6,2.5,26.7,17.8,1754.452,False
2008-06-25,2.5,0.0,28.3,17.2,1261.77,False
2008-06-26,2.2,0.8,27.2,21.7,1056.02,False
2008-06-27,1.7,0.0,28.3,22.8,1755.152,False
2008-06-28,1.2,11.9,31.7,22.2,1208.8,False
2008-06-29,2.1,15.0,31.1,21.1,749.352,False
2008-06-30,2.0,0.3,28.3,21.1,804.196,False
2008-07-01,2.1,0.0,29.4,21.1,1215.24,False
2008-07-02,2.1,0.0,29.4,19.4,1147.202,False
2008-07-03,3.0,0.0,31.7,21.7,1098.36,False
2008-07-04,1.2,8.1,25.6,20.6,942.02,False
2008-07-05,1.1,6.4,23.3,20.0,1469.088,False
2008-07-06,2.0,0.0,26.1,20.0,1805.064,False
2008-07-07,1.6,0.0,27.8,21.1,983.39,False
2008-07-08,2.9,0.0,31.7,22.8,1126.214,False
2008-07-09,2.8,1.3,29.4,23.3,919.318,False
2008-07-10,2.6,0.0,29.4,21.7,1251.276,False
2008-07-11,1.9,0.0,30.6,18.9,1254.216,False
2008-07-12,2.4,0.0,29.4,21.7,1328.852,False
2008-07-13,3.2,0.0,28.9,21.7,1253.754,False
2008-07-14,1.4,11.9,27.2,19.4,1137.926,False
2008-07-15,1.6,0.0,31.7,21.1,1155.86,False
2008-07-16,1.4,0.0,33.3,21.1,1077.062,False
2008-07-17,1.5,0.0,33.9,22.2,1319.122,False
2008-07-18,2.1,0.0,34.4,23.3,1261.584,False
2008-07-19,2.8,0.0,35.6,25.6,1344.014,False
2008-07-20,3.1,0.3,34.4,23.9,941.534,False
2008-07-21,2.5,0.3,33.3,22.8,1156.478,False
2008-07-22,2.8,0.3,30.6,22.8,740.242,False
2008-07-23,2.2,25.4,26.7,20.6,942.63,False
2008-07-24,2.9,16.8,27.2,20.6,1093.45,False
2008-07-25,1.6,0.0,30.0,18.9,865.534,False
2008-07-26,2.6,0.0,30.6,21.7,815.684,False
2008-07-27,2.1,1.5,28.3,19.4,1147.396,False
2008-07-28,1.1,0.0,30.0,18.9,825.804,False
2008-07-29,1.9,0.0,31.7,22.2,1166.558,False
2008-07-30,1.7,0.0,30.6,22.2,1299.908,False
2008-07-31,1.8,0.0,31.7,23.9,1392.638,False
2008-08-01,1.5,0.0,32.2,23.3,739.576,False
2008-08-02,1.4,13.0,27.2,19.4,505.776,False
2008-08-03,2.7,0.0,28.9,17.8,504.782,False
2008-08-04,2.6,0.0,29.4,20.0,1125.92,False
2008-08-05,2.2,1.0,30.0,20.6,827.118,False
2008-08-06,2.4,8.4,30.6,21.1,326.112,False
2008-08-07,1.9,2.0,30.0,18.9,334.884,False
2008-08-08,2.2,4.3,26.7,17.8,302.2,False
2008-08-09,1.9,0.0,27.2,17.2,358.924,False
2008-08-10,2.1,1.0,27.2,18.3,352.032,False
2008-08-11,1.9,30.0,22.8,15.0,371.916,False
2008-08-12,2.5,0.0,27.8,15.6,288.984,False
2008-08-13,1.6,0.0,28.3,17.8,282.584,False
2008-08-14,1.4,12.7,30.0,17.8,270.258,False
2008-08-15,1.0,14.0,26.7,17.8,273.654,False
2008-08-16,1.4,0.0,27.2,17.2,274.814,False
2008-08-17,2.0,0.0,28.3,18.3,274.796,False
2008-08-18,2.8,0.0,30.6,21.1,273.758,False
2008-08-19,2.9,0.0,28.3,18.3,274.692,False
2008-08-20,1.9,0.0,25.6,14.4,268.472,False
2008-08-21,1.5,0.0,27.8,16.7,261.298,False
2008-08-22,1.4,0.0,28.3,18.9,267.124,False
2008-08-23,1.7,0.0,27.2,18.9,254.642,False
2008-08-24,2.2,0.0,27.8,20.0,254.716,False
2008-08-25,2.6,0.0,29.4,19.4,250.298,False
2008-08-26,2.7,0.0,26.7,16.1,257.564,False
2008-08-27,2.3,0.0,26.1,16.1,258.114,False
2008-08-28,1.8,0.0,28.9,17.2,268.246,False
2008-08-29,2.2,0.0,27.2,19.4,267.588,False
2008-08-30,1.1,55.4,28.3,19.4,270.424,False
2008-08-31,1.7,0.0,28.9,18.3,1500.614,False
2008-09-01,1.8,0.0,28.9,17.8,1247.51,False
2008-09-02,2.2,0.0,31.1,20.0,1384.154,False
2008-09-03,2.2,0.0,28.3,20.0,1388.486,False
2008-09-04,2.1,0.0,32.2,21.1,1225.22,False
2008-09-05,3.0,7.1,30.0,22.2,873.96,False
2008-09-06,3.4,82.8,27.2,21.1,1868.574,False
2008-09-07,3.0,0.0,26.7,19.4,1372.656,False
2008-09-08,1.7,0.0,27.2,17.8,1309.324,False
2008-09-09,2.2,11.4,23.9,18.3,1159.654,False
2008-09-10,2.4,0.0,22.8,15.0,1300.764,False
2008-09-11,2.0,0.0,22.2,16.1,1028.714,False
2008-09-12,2.2,9.9,21.1,17.2,1392.762,False
2008-09-13,0.7,0.0,27.2,18.3,1631.436,False
2008-09-14,2.2,0.0,31.1,21.1,1576.326,False
2008-09-15,3.5,0.0,28.3,18.3,1697.708,False
2008-09-16,1.8,0.0,21.1,16.1,1221.862,False
2008-09-17,1.0,0.0,23.3,13.9,1519.21,False
2008-09-18,3.3,0.0,22.8,15.0,1505.29,False
2008-09-19,3.9,0.0,18.9,11.1,1518.846,False
2008-09-20,1.6,0.0,20.6,10.6,1304.6,False
2008-09-21,1.0,0.0,26.7,13.3,1533.07,False
2008-09-22,3.2,0.0,23.3,15.6,1358.564,False
2008-09-23,2.5,0.0,21.1,12.2,1232.788,False
2008-09-24,2.6,0.0,20.6,12.8,1718.35,False
2008-09-25,5.2,3.8,18.3,12.8,1131.22,False
2008-09-26,5.1,59.4,18.9,13.3,1431.45,False
2008-09-27,3.0,0.3,20.6,17.2,2127.446,False
2008-09-28,0.8,4.3,21.7,18.9,1731.104,False
2008-09-29,2.1,0.0,23.3,16.1,1501.738,False
2008-09-30,0.9,0.0,20.6,15.0,1375.006,False
2008-10-01,1.4,7.6,21.7,13.9,1872.364,False
2008-10-02,3.3,0.0,16.7,11.1,1345.342,False
2008-10-03,2.6,0.0,16.7,10.6,1612.58,False
2008-10-04,1.5,0.0,16.1,8.3,2100.496,False
2008-10-05,1.9,8.1,16.7,11.1,1549.95,False
2008-10-06,2.3,0.0,17.8,8.3,1423.782,False
2008-10-07,1.4,0.0,17.2,6.7,1726.568,False
2008-10-08,1.9,0.3,17.8,8.3,1860.576,False
2008-10-09,2.8,1.0,23.9,14.4,1983.682,False
2008-10-10,1.4,0.0,22.2,14.4,1518.338,False
2008-10-11,1.3,0.0,20.6,11.1,1669.386,False
2008-10-12,1.4,0.0,21.1,11.7,1907.94,False
2008-10-13,1.6,0.0,23.3,14.4,1461.976,False
2008-10-14,1.8,0.0,20.0,14.4,1609.056,False
2008-10-15,1.0,0.0,21.1,13.9,2156.896,False
2008-10-16,2.4,0.0,23.9,12.8,1583.68,False
2008-10-17,3.0,0.0,15.6,10.0,1866.886,False
2008-10-18,4.0,0.0,14.4,6.1,2239.19,False
2008-10-19,3.6,0.0,12.8,5.6,1971.934,False
2008-10-20,2.1,0.0,15.6,5.0,1667.554,False
2008-10-21,3.8,0.3,16.1,7.2,2063.716,False
2008-10-22,4.3,0.0,11.7,5.0,1646.01,False
2008-10-23,2.3,0.0,11.7,4.4,1830.494,False
2008-10-24,1.4,0.0,13.9,3.9,2133.226,False
2008-10-25,3.8,23.9,18.3,11.7,1523.156,False
2008-10-26,2.4,0.0,16.7,8.9,523.492,False
2008-10-27,1.9,2.0,17.8,7.8,523.892,False
2008-10-28,5.0,48.8,8.3,3.9,1327.29,False
2008-10-29,4.2,0.0,7.8,3.3,1612.576,False
2008-10-30,3.1,0.0,8.9,2.2,1098.6,False
2008-10-31,2.6,0.0,16.1,4.4,1285.832,False
2008-11-01,2.0,0.0,18.9,10.0,830.498,False
2008-11-02,3.5,0.0,10.0,3.3,910.614,False
2008-11-03,0.7,0.3,14.4,7.2,847.6,False
2008-11-04,0.6,0.0,17.2,9.4,1562.316,False
2008-11-05,4.1,7.4,17.8,12.2,3134.93,False
2008-11-06,4.7,3.3,16.7,14.4,1588.438,False
2008-11-07,1.2,0.0,17.8,14.4,1619.184,False
2008-11-08,2.3,7.6,15.6,11.7,1733.138,False
2008-11-09,3.0,0.0,13.3,8.3,2578.538,False
2008-11-10,3.9,0.0,10.6,5.6,2091.88,False
2008-11-11,3.1,0.0,10.6,2.8,2455.95,False
2008-11-12,1.5,0.0,10.0,4.4,2186.494,False
2008-11-13,2.3,13.5,14.4,7.2,1238.46,False
2008-11-14,1.4,2.5,17.8,13.9,1621.738,False
2008-11-15,2.9,18.8,19.4,14.4,3031.628,False
2008-11-16,5.0,3.8,15.6,4.4,2365.432,False
2008-11-17,2.9,0.0,8.3,2.2,1523.636,False
2008-11-18,3.7,0.0,5.0,-1.7,1749.05,False
2008-11-19,3.4,0.0,2.8,-3.3,1840.238,False
2008-11-20,2.6,0.0,3.3,-1.1,1692.336,False
2008-11-21,3.1,0.0,3.3,-3.9,1673.93,False
2008-11-22,4.7,0.0,0.0,-5.0,1711.368,False
2008-11-23,2.7,0.0,2.2,-4.4,3405.324,False
2008-11-24,3.3,4.1,10.0,0.6,3212.998,False
2008-11-25,2.7,10.4,8.3,2.2,2702.85,False
2008-11-26,3.0,0.0,7.2,2.2,1515.954,False
2008-11-27,2.6,0.0,6.7,1.7,2362.218,False
2008-11-28,3.3,0.0,9.4,3.9,1885.964,False
2008-11-29,2.4,0.0,7.8,1.7,2434.668,False
2008-11-30,4.7,18.3,6.1,2.2,2401.388,False
2008-12-01,3.8,2.8,12.8,6.1,1616.538,False
2008-12-02,3.1,0.0,7.2,1.7,1793.444,False
2008-12-03,2.8,0.0,5.6,0.0,1755.164,False
2008-12-04,3.3,0.8,10.0,3.9,1738.638,False
2008-12-05,2.2,0.0,5.0,0.0,2058.618,False
2008-12-06,2.2,0.5,2.2,-2.2,2523.836,False
2008-12-07,4.8,0.0,2.2,-6.7,2466.74,False
2008-12-08,3.3,0.0,-1.1,-7.2,1868.636,False
2008-12-09,3.3,0.0,14.4,-1.1,2003.144,False
2008-12-10,3.7,6.9,18.3,6.1,2111.02,False
2008-12-11,5.3,59.7,6.1,2.8,1432.522,False
2008-12-12,4.0,23.6,6.7,0.0,1815.534,False
2008-12-13,3.3,0.0,0.0,-2.8,1825.574,False
2008-12-14,2.9,0.0,9.4,-1.7,2002.12,False
2008-12-15,3.0,0.3,19.4,8.9,1795.45,False
2008-12-16,3.4,7.1,14.4,-1.1,1797.09,False
2008-12-17,3.1,10.7,5.6,0.0,2098.786,False
2008-12-18,1.8,0.0,5.6,2.2,1736.94,False
2008-12-19,4.6,23.6,2.8,-1.7,1882.112,False
2008-12-20,3.9,1.0,-0.6,-5.6,2242.502,False
2008-12-21,4.3,14.7,2.8,-3.9,2643.61,False
2008-12-22,6.2,0.0,-2.8,-10.6,2015.808,False
2008-12-23,2.6,0.0,-0.6,-7.8,1798.088,False
2008-12-24,3.2,11.7,14.4,-0.6,1269.638,False
2008-12-25,4.4,3.3,13.9,0.6,1061.118,False
2008-12-26,2.3,0.5,5.0,0.0,1223.732,False
2008-12-27,2.3,0.0,8.9,5.0,2972.164,False
2008-12-28,4.2,0.0,18.3,8.3,1570.642,False
2008-12-29,3.2,0.0,8.3,2.8,555.278,False
2008-12-30,4.3,0.0,6.1,0.6,1195.238,False
2008-12-31,5.8,1.0,1.7,-7.8,1964.188,False
2009-01-01,5.0,0.0,-3.3,-9.4,1406.692,False
2009-01-02,2.8,0.0,1.1,-5.0,2327.51,False
2009-01-03,4.5,0.0,3.3,-1.7,1913.496,False
2009-01-04,3.4,0.0,5.6,-3.9,1939.994,False
2009-01-05,3.1,0.0,6.1,3.3,1604.0,False
2009-01-06,3.0,2.0,3.3,-0.6,1689.862,False
2009-01-07,4.7,30.2,3.3,-0.6,2080.272,False
2009-01-08,5.1,0.0,3.3,-1.7,1633.27,False
2009-01-09,4.3,0.0,0.0,-3.3,1788.702,False
2009-01-10,3.0,3.6,-1.1,-5.0,2102.948,False
2009-01-11,3.1,4.8,-0.6,-4.4,1975.988,False
2009-01-12,2.8,0.0,0.6,-6.1,1589.278,False
2009-01-13,2.4,0.0,5.0,-2.2,2182.6,False
2009-01-14,3.8,0.0,2.2,-8.9,1776.282,False
2009-01-15,3.4,1.3,-5.6,-9.4,1564.068,False
2009-01-16,4.1,0.0,-8.9,-12.8,2766.554,False
2009-01-17,2.5,0.0,-5.6,-14.4,3317.82,False
2009-01-18,2.4,4.6,1.7,-5.6,3154.194,False
2009-01-19,1.0,4.6,0.6,-3.3,1699.866,False
2009-01-20,2.7,0.0,-1.7,-7.2,1738.028,False
2009-01-21,3.7,0.0,-3.3,-8.3,1739.434,False
2009-01-22,3.0,0.0,2.8,-6.7,1237.356,False
2009-01-23,2.2,0.0,8.3,-0.6,1910.536,False
2009-01-24,5.1,0.0,7.8,-8.3,2200.77,False
2009-01-25,2.8,0.0,-2.8,-10.6,2843.664,False
2009-01-26,2.2,0.0,-1.7,-7.2,1674.472,False
2009-01-27,1.9,0.0,-1.7,-3.9,1425.03,False
2009-01-28,4.3,24.6,5.0,-4.4,2721.734,False
2009-01-29,3.8,0.0,2.2,-3.3,1573.698,False
2009-01-30,3.0,0.0,1.7,-3.3,2059.038,False
2009-01-31,3.8,0.0,-2.8,-6.7,3312.852,False
2009-02-01,3.4,0.0,11.1,-3.3,1807.46,False
2009-02-02,2.3,0.0,11.7,1.1,1603.3,False
2009-02-03,3.6,8.9,1.1,-3.9,1868.39,False
2009-02-04,3.4,0.0,-1.1,-8.3,2460.924,False
2009-02-05,4.3,0.0,-5.0,-11.1,1649.088,False
2009-02-06,2.4,0.0,0.0,-9.4,2048.396,False
2009-02-07,1.7,0.0,10.0,-2.2,3131.536,False
2009-02-08,4.3,0.0,14.4,3.3,2182.866,False
2009-02-09,2.6,0.0,7.2,0.6,1706.638,False
2009-02-10,1.7,0.0,10.0,1.7,1943.822,False
2009-02-11,2.0,0.8,18.3,7.2,2639.39,False
2009-02-12,6.0,3.0,13.9,6.7,1968.66,False
2009-02-13,5.4,0.0,6.7,-0.6,1690.022,False
2009-02-14,2.8,0.0,5.0,-2.2,2332.594,False
2009-02-15,3.2,0.0,5.6,-2.2,1586.032,False
2009-02-16,2.4,0.0,4.4,-2.2,1318.994,False
2009-02-17,2.2,0.0,4.4,-4.4,781.698,False
2009-02-18,2.5,8.1,6.7,0.0,826.45,False
2009-02-19,4.1,0.0,10.0,-2.8,737.268,False
2009-02-20,6.1,0.0,0.6,-5.0,1880.736,False
2009-02-21,3.4,0.0,5.6,-3.3,1316.184,False
2009-02-22,4.0,1.8,6.7,-0.6,2238.478,False
2009-02-23,6.0,0.0,1.1,-4.4,2733.656,False
2009-02-24,4.3,0.0,2.8,-5.6,1783.144,False
2009-02-25,1.9,0.0,5.6,-4.4,1169.844,False
2009-02-26,2.1,0.0,10.0,1.7,1156.852,False
2009-02-27,3.6,1.0,16.1,6.1,2028.918,False
2009-02-28,4.2,0.0,12.2,-0.6,1630.75,False
2009-03-01,4.4,3.8,2.2,-2.2,2467.626,False
2009-03-02,4.9,12.4,-2.2,-8.9,1477.442,False
2009-03-03,5.2,0.0,-3.3,-11.1,1848.952,False
2009-03-04,2.6,0.0,1.1,-7.8,1842.13,False
2009-03-05,1.8,0.0,6.1,-2.2,1441.812,False
2009-03-06,3.6,0.3,12.8,3.3,1783.474,False
2009-03-07,2.0,0.0,21.1,10.6,1696.466,False
2009-03-08,3.2,0.0,17.8,9.4,2357.166,False
2009-03-09,3.5,2.5,9.4,3.3,1685.556,False
2009-03-10,2.3,0.3,8.3,2.8,1836.21,False
2009-03-11,3.3,0.0,14.4,5.0,2405.904,False
2009-03-12,4.1,0.0,6.7,0.0,1887.26,False
2009-03-13,2.8,0.0,4.4,-2.8,1445.52,False
2009-03-14,2.2,0.0,10.6,0.0,2149.028,False
2009-03-15,1.0,0.0,10.6,5.6,1942.062,False
2009-03-16,2.8,0.0,8.3,4.4,1334.732,False
2009-03-17,2.6,0.0,12.8,2.2,1931.91,False
2009-03-18,3.6,0.0,17.8,5.0,1450.68,False
2009-03-19,2.0,3.3,11.7,5.6,1191.532,False
2009-03-20,3.4,1.0,7.8,0.6,1463.906,False
2009-03-21,3.0,0.0,9.4,-0.6,1930.022,False
2009-03-22,3.8,0.0,12.2,1.7,1689.17,False
2009-03-23,3.9,0.0,6.7,-1.7,1296.45,False
2009-03-24,3.6,0.0,10.0,-2.8,1661.712,False
2009-03-25,2.5,0.0,11.1,1.7,1838.774,False
2009-03-26,2.1,10.2,7.2,5.6,1211.004,False
2009-03-27,2.1,0.0,17.2,6.7,1713.926,False
2009-03-28,3.5,1.3,14.4,6.7,2260.976,False
2009-03-29,3.4,9.4,11.1,5.6,2216.65,False
2009-03-30,5.4,0.0,11.7,5.0,1477.452,False
2009-03-31,3.2,0.0,15.6,3.3,1823.482,False
2009-04-01,3.0,9.1,9.4,6.1,1641.14,False
2009-04-02,2.5,0.3,17.8,6.7,1644.334,False
2009-04-03,3.7,23.1,16.1,8.9,1363.26,False
2009-04-04,6.6,0.0,12.2,8.3,2191.232,False
2009-04-05,3.4,0.0,18.3,7.2,1375.716,False
2009-04-06,2.8,14.2,12.8,7.2,1452.634,False
2009-04-07,4.3,0.0,9.4,3.9,1440.092,False
2009-04-08,2.8,0.0,8.9,1.7,1534.6,False
2009-04-09,2.2,0.0,17.2,5.0,1890.472,False
2009-04-10,2.2,0.0,15.0,7.2,1842.114,False
2009-04-11,3.8,14.2,10.0,5.0,2462.446,False
2009-04-12,4.4,0.0,9.4,2.2,2141.012,False
2009-04-13,2.9,0.0,13.9,1.1,1598.624,False
2009-04-14,4.0,4.3,11.1,5.6,1501.538,False
2009-04-15,4.2,5.1,13.9,5.6,1216.062,False
2009-04-16,3.0,0.0,17.8,6.7,1564.524,False
2009-04-17,1.6,0.0,21.7,5.6,2042.81,False
2009-04-18,2.1,0.0,26.1,12.2,1512.266,False
2009-04-19,3.6,0.0,17.2,8.3,1286.468,False
2009-04-20,5.3,45.5,10.0,5.6,1486.51,False
2009-04-21,3.0,2.3,15.0,8.9,1894.598,False
2009-04-22,2.4,1.0,13.3,8.3,1496.198,False
2009-04-23,3.8,0.0,13.9,6.1,1141.46,False
2009-04-24,1.8,0.0,22.2,8.3,1194.048,False
2009-04-25,2.0,0.0,31.1,11.1,2022.284,False
2009-04-26,1.8,0.0,33.3,19.4,1781.626,False
2009-04-27,2.7,0.0,28.9,14.4,1351.628,False
2009-04-28,4.0,0.0,32.2,20.6,1706.386,False
2009-04-29,3.3,0.0,20.6,9.4,1664.68,False
2009-04-30,1.9,0.0,16.1,8.9,1834.762,False
2009-05-01,3.1,10.7,21.7,11.7,1512.802,False
2009-05-02,2.2,2.8,20.0,12.2,1393.91,False
2009-05-03,1.4,10.4,15.6,11.1,1608.878,False
2009-05-04,2.0,8.9,13.9,10.6,1667.882,False
2009-05-05,4.1,7.9,12.2,10.6,1731.474,False
2009-05-06,2.2,29.2,18.3,9.4,1349.902,False
2009-05-07,1.5,26.9,21.1,10.6,1012.648,False
2009-05-08,1.3,0.0,23.3,13.3,1857.156,False
2009-05-09,2.1,15.7,24.4,14.4,1261.352,False
2009-05-10,4.5,0.0,21.1,12.2,1966.552,False
2009-05-11,2.1,0.0,18.9,10.0,1517.176,False
2009-05-12,1.5,0.0,20.6,10.0,1625.956,False
2009-05-13,2.4,0.0,19.4,9.4,1246.398,False
2009-05-14,3.4,1.3,19.4,13.3,1606.984,False
2009-05-15,1.3,0.0,24.4,15.6,1422.226,False
2009-05-16,2.2,4.1,21.7,14.4,2007.378,False
2009-05-17,2.9,1.0,18.9,11.1,1543.764,False
2009-05-18,2.3,0.0,14.4,9.4,1209.906,False
2009-05-19,1.9,0.0,20.6,6.1,1617.344,False
2009-05-20,2.2,0.0,27.8,11.1,1307.162,False
2009-05-21,3.0,0.0,30.0,15.6,1575.15,False
2009-05-22,2.8,0.0,28.9,16.7,1074.806,False
2009-05-23,2.44,0.0,22.8,15.6,1530.598,False
2009-05-24,2.08,0.0,28.3,15.6,1287.786,False
2009-05-25,1.7199999999999998,0.0,27.2,17.2,1354.096,False
2009-05-26,1.3599999999999999,0.0,18.9,11.7,1337.674,False
2009-05-27,1.0,0.0,18.3,11.7,1544.292,False
2009-05-28,0.1,1.5,16.1,13.3,1179.736,False
2009-05-29,0.7,10.9,23.3,12.8,1242.846,False
2009-05-30,1.2333333333333334,0.0,25.0,15.6,1659.106,False
2009-05-31,1.7666666666666666,0.0,27.2,13.9,956.89,False
2009-06-01,2.3,0.0,21.7,10.0,1443.26,False
2009-06-02,1.8,1.5,26.7,16.1,1090.638,False
2009-06-03,1.6,12.7,22.2,12.2,1356.578,False
2009-06-04,1.1,13.7,20.0,12.8,1035.66,False
2009-06-05,3.2,23.9,15.6,12.8,1230.36,False
2009-06-06,1.6,0.0,24.4,13.9,1475.45,False
2009-06-07,1.9,0.0,27.8,17.2,1207.392,False
2009-06-08,2.6,0.5,23.9,16.7,1178.776,False
2009-06-09,2.3,46.5,21.7,15.6,1332.85,False
2009-06-10,2.7,0.0,19.4,15.0,1602.996,False
2009-06-11,2.9,4.1,17.8,15.0,1300.65,False
2009-06-12,1.3,15.5,26.7,16.7,1101.732,False
2009-06-13,1.9,3.3,22.8,16.1,14.218,True
2009-06-15,1.4,12.7,22.2,13.9,771.908,False
2009-06-16,2.6,0.0,21.1,13.3,1508.792,False
2009-06-17,2.2,0.0,20.0,12.8,988.016,False
2009-06-18,2.8,58.4,17.8,15.6,1165.7,False
2009-06-19,1.4,0.0,25.0,17.2,1086.866,False
2009-06-20,1.6,7.1,21.7,17.2,1107.1,False
2009-06-21,2.8,11.4,25.6,17.2,855.142,False
2009-06-22,3.3,0.0,23.9,18.3,1094.098,False
2009-06-23,2.3,0.0,26.7,18.9,1039.214,False
2009-06-24,1.2,7.6,24.4,18.3,1534.874,False
2009-06-25,1.3,0.0,26.7,17.8,771.362,False
2009-06-26,1.575,18.5,28.3,17.8,1277.322,False
2009-06-27,1.85,0.5,27.2,17.2,1709.052,False
2009-06-28,2.125,0.0,27.8,17.8,1059.394,False
2009-06-29,2.4,0.0,27.2,18.3,1010.134,False
