date,AWND,PRCP,TMAX,TMIN,daily_consumption,is_low_consumption_outlier,year,month,day_of_week,day_of_year,is_weekend,temperature_range,temperature_mean,heating_degree_days,cooling_degree_days
2007-07-27,1.6,0.0,28.9,21.7,1202.514,False,2007,7,4,208,False,7.199999999999999,25.299999999999997,0.0,7.299999999999997
2007-07-28,1.3,0.0,28.9,21.7,1621.862,False,2007,7,5,209,True,7.199999999999999,25.299999999999997,0.0,7.299999999999997
2007-07-29,0.9,9.7,26.7,22.2,321.116,False,2007,7,6,210,True,4.5,24.45,0.0,6.449999999999999
2007-07-30,0.9,0.0,30.0,21.1,466.816,False,2007,7,0,211,False,8.899999999999999,25.55,0.0,7.550000000000001
2007-07-31,1.1,0.0,30.6,22.2,812.332,False,2007,7,1,212,False,8.400000000000002,26.4,0.0,8.399999999999999
2007-08-01,1.2,0.0,32.2,21.7,1060.338,False,2007,8,2,213,False,10.500000000000004,26.950000000000003,0.0,8.950000000000003
2007-08-02,1.3,0.0,33.3,23.9,1019.416,False,2007,8,3,214,False,9.399999999999999,28.599999999999998,0.0,10.599999999999998
2007-08-03,2.0,29.2,32.2,18.9,1063.364,False,2007,8,4,215,False,13.300000000000004,25.55,0.0,7.550000000000001
2007-08-04,1.3,0.3,31.7,20.6,1144.99,False,2007,8,5,216,True,11.099999999999998,26.15,0.0,8.149999999999999
2007-08-05,2.5,0.0,29.4,21.1,787.098,False,2007,8,6,217,True,8.299999999999997,25.25,0.0,7.25
2007-08-06,1.4,0.0,28.3,22.2,1089.72,False,2007,8,0,218,False,6.100000000000001,25.25,0.0,7.25
2007-08-07,0.7,0.0,31.7,23.9,1483.58,False,2007,8,1,219,False,7.800000000000001,27.799999999999997,0.0,9.799999999999997
2007-08-08,2.4,63.5,32.2,22.8,1125.482,False,2007,8,2,220,False,9.400000000000002,27.5,0.0,9.5
2007-08-09,2.0,0.0,28.3,22.2,1071.68,False,2007,8,3,221,False,6.100000000000001,25.25,0.0,7.25
2007-08-10,3.2,32.5,22.2,13.9,1028.01,False,2007,8,4,222,False,8.299999999999999,18.05,0.0,0.05000000000000071
2007-08-11,1.5,0.0,27.2,13.9,1091.65,False,2007,8,5,223,True,13.299999999999999,20.55,0.0,2.5500000000000007
2007-08-12,1.0,0.0,29.4,20.0,1241.904,False,2007,8,6,224,True,9.399999999999999,24.7,0.0,6.699999999999999
2007-08-13,2.3,1.0,28.9,21.1,1153.012,False,2007,8,0,225,False,7.799999999999997,25.0,0.0,7.0
2007-08-14,1.3,0.0,27.2,18.3,941.19,False,2007,8,1,226,False,8.899999999999999,22.75,0.0,4.75
2007-08-15,2.3,0.0,28.9,19.4,1191.86,False,2007,8,2,227,False,9.5,24.15,0.0,6.149999999999999
2007-08-16,1.2,0.3,28.3,23.3,958.496,False,2007,8,3,228,False,5.0,25.8,0.0,7.800000000000001
2007-08-17,1.4,18.8,29.4,16.7,1009.892,False,2007,8,4,229,False,12.7,23.049999999999997,0.0,5.049999999999997
2007-08-18,2.6,0.0,23.3,15.0,347.96,False,2007,8,5,230,True,8.3,19.15,0.0,1.1499999999999986
2007-08-19,0.5,3.0,21.7,15.6,1422.294,False,2007,8,6,231,True,6.1,18.65,0.0,0.6499999999999986
2007-08-20,3.1,1.5,20.6,14.4,1338.842,False,2007,8,0,232,False,6.200000000000001,17.5,0.5,0.0
2007-08-21,3.4,32.3,15.0,13.3,642.556,False,2007,8,1,233,False,1.6999999999999993,14.15,3.8499999999999996,0.0
2007-08-22,1.6,0.0,18.3,13.3,1209.808,False,2007,8,2,234,False,5.0,15.8,2.1999999999999993,0.0
2007-08-23,0.6,0.0,23.9,16.7,1112.312,False,2007,8,3,235,False,7.199999999999999,20.299999999999997,0.0,2.299999999999997
2007-08-24,1.0,0.0,28.3,18.9,1656.214,False,2007,8,4,236,False,9.400000000000002,23.6,0.0,5.600000000000001
2007-08-25,1.3,0.0,30.6,22.8,1150.88,False,2007,8,5,237,True,7.800000000000001,26.700000000000003,0.0,8.700000000000003
2007-08-26,1.6,0.0,26.7,22.2,1314.906,False,2007,8,6,238,True,4.5,24.45,0.0,6.449999999999999
2007-08-27,1.9,0.0,28.3,19.4,1211.73,False,2007,8,0,239,False,8.900000000000002,23.85,0.0,5.850000000000001
2007-08-28,0.6,0.0,28.3,20.0,997.004,False,2007,8,1,240,False,8.3,24.15,0.0,6.149999999999999
2007-08-29,0.9,0.0,29.4,19.4,747.992,False,2007,8,2,241,False,10.0,24.4,0.0,6.399999999999999
2007-08-30,1.0,0.0,30.0,21.1,1202.458,False,2007,8,3,242,False,8.899999999999999,25.55,0.0,7.550000000000001
2007-08-31,2.2,0.0,25.6,20.6,1279.822,False,2007,8,4,243,False,5.0,23.1,0.0,5.100000000000001
2007-09-01,3.0,0.0,26.1,17.8,1701.486,False,2007,9,5,244,True,8.3,21.950000000000003,0.0,3.950000000000003
2007-09-02,1.3,0.0,25.6,14.4,1662.468,False,2007,9,6,245,True,11.200000000000001,20.0,0.0,2.0
2007-09-03,2.4,0.0,27.8,17.8,1038.922,False,2007,9,0,246,False,10.0,22.8,0.0,4.800000000000001
2007-09-04,1.8,0.0,28.3,20.6,1584.944,False,2007,9,1,247,False,7.699999999999999,24.450000000000003,0.0,6.450000000000003
2007-09-05,1.3,0.0,26.1,18.3,1236.572,False,2007,9,2,248,False,7.800000000000001,22.200000000000003,0.0,4.200000000000003
2007-09-06,1.3,0.0,26.7,19.4,901.474,False,2007,9,3,249,False,7.300000000000001,23.049999999999997,0.0,5.049999999999997
2007-09-07,2.2,0.0,30.0,21.1,1336.496,False,2007,9,4,250,False,8.899999999999999,25.55,0.0,7.550000000000001
2007-09-08,2.3,0.0,31.1,21.7,1469.752,False,2007,9,5,251,True,9.400000000000002,26.4,0.0,8.399999999999999
2007-09-09,2.0,0.0,29.4,21.7,1679.502,False,2007,9,6,252,True,7.699999999999999,25.549999999999997,0.0,7.549999999999997
2007-09-10,1.4,3.3,26.1,22.8,1117.376,False,2007,9,0,253,False,3.3000000000000007,24.450000000000003,0.0,6.450000000000003
2007-09-11,2.1,30.7,23.3,20.6,983.572,False,2007,9,1,254,False,2.6999999999999993,21.950000000000003,0.0,3.950000000000003
2007-09-12,2.4,0.0,23.9,16.7,1287.764,False,2007,9,2,255,False,7.199999999999999,20.299999999999997,0.0,2.299999999999997
2007-09-13,0.8,0.0,23.3,14.4,1146.382,False,2007,9,3,256,False,8.9,18.85,0.0,0.8500000000000014
2007-09-14,1.5,0.0,23.3,17.8,1135.47,False,2007,9,4,257,False,5.5,20.55,0.0,2.5500000000000007
2007-09-15,2.3,2.0,20.6,12.8,1095.312,False,2007,9,5,258,True,7.800000000000001,16.700000000000003,1.2999999999999972,0.0
2007-09-16,1.1,0.0,18.9,10.0,1652.224,False,2007,9,6,259,True,8.899999999999999,14.45,3.5500000000000007,0.0
2007-09-17,1.5,0.0,20.6,10.6,1461.186,False,2007,9,0,260,False,10.000000000000002,15.600000000000001,2.3999999999999986,0.0
2007-09-18,1.5,0.0,21.1,11.7,1167.52,False,2007,9,1,261,False,9.400000000000002,16.4,1.6000000000000014,0.0
2007-09-19,0.8,0.0,24.4,13.3,1298.684,False,2007,9,2,262,False,11.099999999999998,18.85,0.0,0.8500000000000014
2007-09-20,0.8,0.0,27.8,15.6,1255.532,False,2007,9,3,263,False,12.200000000000001,21.7,0.0,3.6999999999999993
2007-09-21,0.8,0.0,27.8,17.2,1238.78,False,2007,9,4,264,False,10.600000000000001,22.5,0.0,4.5
2007-09-22,0.6,7.9,23.9,18.3,1176.172,False,2007,9,5,265,True,5.599999999999998,21.1,0.0,3.1000000000000014
2007-09-23,1.3,0.0,25.6,16.7,1417.97,False,2007,9,6,266,True,8.900000000000002,21.15,0.0,3.1499999999999986
2007-09-24,1.3,0.0,26.1,14.4,1354.53,False,2007,9,0,267,False,11.700000000000001,20.25,0.0,2.25
2007-09-25,2.5,0.0,29.4,17.2,1764.342,False,2007,9,1,268,False,12.2,23.299999999999997,0.0,5.299999999999997
2007-09-26,2.3,0.0,30.6,20.6,1822.264,False,2007,9,2,269,False,10.0,25.6,0.0,7.600000000000001
2007-09-27,1.7,0.0,27.8,21.7,1392.6,False,2007,9,3,270,False,6.100000000000001,24.75,0.0,6.75
2007-09-28,2.1,2.0,24.4,16.1,1680.498,False,2007,9,4,271,False,8.299999999999997,20.25,0.0,2.25
2007-09-29,2.2,0.0,24.4,14.4,2296.522,False,2007,9,5,272,True,9.999999999999998,19.4,0.0,1.3999999999999986
2007-09-30,1.6,0.0,22.2,13.3,1516.29,False,2007,9,6,273,True,8.899999999999999,17.75,0.25,0.0
2007-10-01,1.2,0.0,20.6,15.0,1720.922,False,2007,10,0,274,False,5.600000000000001,17.8,0.1999999999999993,0.0
2007-10-02,1.6,0.0,23.9,14.4,2198.864,False,2007,10,1,275,False,9.499999999999998,19.15,0.0,1.1499999999999986
2007-10-03,1.0,0.8,25.6,18.3,1280.454,False,2007,10,2,276,False,7.300000000000001,21.950000000000003,0.0,3.950000000000003
2007-10-04,0.8,0.0,28.9,20.6,1518.458,False,2007,10,3,277,False,8.299999999999997,24.75,0.0,6.75
2007-10-05,0.7,0.0,28.3,19.4,1394.092,False,2007,10,4,278,False,8.900000000000002,23.85,0.0,5.850000000000001
2007-10-06,1.1,0.0,28.3,18.9,1756.24,False,2007,10,5,279,True,9.400000000000002,23.6,0.0,5.600000000000001
2007-10-07,1.7,0.0,27.8,19.4,2106.114,False,2007,10,6,280,True,8.400000000000002,23.6,0.0,5.600000000000001
2007-10-08,1.9,0.0,30.6,19.4,1095.242,False,2007,10,0,281,False,11.200000000000003,25.0,0.0,7.0
2007-10-09,2.6,13.2,26.1,15.6,1687.858,False,2007,10,1,282,False,10.500000000000002,20.85,0.0,2.8500000000000014
2007-10-10,1.7,4.1,20.6,16.1,1166.972,False,2007,10,2,283,False,4.5,18.35,0.0,0.3500000000000014
2007-10-11,2.7,37.6,19.4,15.0,1732.446,False,2007,10,3,284,False,4.399999999999999,17.2,0.8000000000000007,0.0
2007-10-12,3.5,2.0,15.6,8.9,1914.504,False,2007,10,4,285,False,6.699999999999999,12.25,5.75,0.0
2007-10-13,2.0,0.0,17.2,7.2,1926.728,False,2007,10,5,286,True,10.0,12.2,5.800000000000001,0.0
2007-10-14,2.1,0.0,18.9,9.4,2061.252,False,2007,10,6,287,True,9.499999999999998,14.149999999999999,3.8500000000000014,0.0
2007-10-15,1.2,0.0,19.4,9.4,1266.33,False,2007,10,0,288,False,9.999999999999998,14.399999999999999,3.6000000000000014,0.0
2007-10-16,0.3,0.0,21.1,13.3,1964.442,False,2007,10,1,289,False,7.800000000000001,17.200000000000003,0.7999999999999972,0.0
2007-10-17,0.5,0.0,22.8,14.4,1576.93,False,2007,10,2,290,False,8.4,18.6,0.0,0.6000000000000014
2007-10-18,1.2,0.0,25.0,17.2,1518.53,False,2007,10,3,291,False,7.800000000000001,21.1,0.0,3.1000000000000014
2007-10-19,1.9,9.7,22.8,18.3,2085.648,False,2007,10,4,292,False,4.5,20.55,0.0,2.5500000000000007
2007-10-20,2.6,0.8,21.1,15.6,1660.246,False,2007,10,5,293,True,5.500000000000002,18.35,0.0,0.3500000000000014
2007-10-21,2.1,0.0,23.3,13.3,1941.94,False,2007,10,6,294,True,10.0,18.3,0.0,0.3000000000000007
2007-10-22,2.0,0.0,24.4,15.0,1652.896,False,2007,10,0,295,False,9.399999999999999,19.7,0.0,1.6999999999999993
2007-10-23,2.7,0.3,25.6,18.9,1954.648,False,2007,10,1,296,False,6.700000000000003,22.25,0.0,4.25
2007-10-24,2.1,4.1,19.4,11.1,1865.636,False,2007,10,2,297,False,8.299999999999999,15.25,2.75,0.0
2007-10-25,3.3,3.6,13.9,9.4,1853.918,False,2007,10,3,298,False,4.5,11.65,6.35,0.0
2007-10-26,3.3,11.7,14.4,11.1,1437.568,False,2007,10,4,299,False,3.3000000000000007,12.75,5.25,0.0
2007-10-27,2.5,30.5,19.4,13.3,1785.688,False,2007,10,5,300,True,6.099999999999998,16.35,1.6499999999999986,0.0
2007-10-28,3.0,0.0,13.3,6.1,512.158,False,2007,10,6,301,True,7.200000000000001,9.7,8.3,0.0
2007-10-29,1.3,0.0,11.7,3.3,545.428,False,2007,10,0,302,False,8.399999999999999,7.5,10.5,0.0
2007-10-30,1.3,0.0,16.7,7.8,811.008,False,2007,10,1,303,False,8.899999999999999,12.25,5.75,0.0
2007-10-31,2.0,0.0,17.8,9.4,1283.21,False,2007,10,2,304,False,8.4,13.600000000000001,4.399999999999999,0.0
2007-11-01,0.0,0.0,18.9,10.0,496.216,False,2007,11,3,305,False,8.899999999999999,14.45,3.5500000000000007,0.0
2007-11-02,3.9,0.0,12.8,7.2,1443.602,False,2007,11,4,306,False,5.6000000000000005,10.0,8.0,0.0
2007-11-03,4.2,0.0,10.6,7.2,492.55,False,2007,11,5,307,True,3.3999999999999995,8.9,9.1,0.0
2007-11-04,1.8,0.0,13.3,7.2,1485.686,False,2007,11,6,308,True,6.1000000000000005,10.25,7.75,0.0
2007-11-05,1.9,0.0,13.9,6.7,1500.592,False,2007,11,0,309,False,7.2,10.3,7.699999999999999,0.0
2007-11-06,2.9,13.2,13.3,6.1,2082.378,False,2007,11,1,310,False,7.200000000000001,9.7,8.3,0.0
2007-11-07,2.3,0.0,9.4,3.9,1844.758,False,2007,11,2,311,False,5.5,6.65,11.35,0.0
2007-11-08,0.6,0.0,7.8,1.7,1501.06,False,2007,11,3,312,False,6.1,4.75,13.25,0.0
2007-11-09,1.5,10.4,6.7,3.9,2171.226,False,2007,11,4,313,False,2.8000000000000003,5.3,12.7,0.0
2007-11-10,2.4,3.3,7.8,2.8,2611.6,False,2007,11,5,314,True,5.0,5.3,12.7,0.0
2007-11-11,1.6,0.0,7.8,-0.6,1887.124,False,2007,11,6,315,True,8.4,3.6,14.4,0.0
2007-11-12,1.1,2.8,10.0,3.3,2156.146,False,2007,11,0,316,False,6.7,6.65,11.35,0.0
2007-11-13,1.3,5.6,15.0,8.3,2214.398,False,2007,11,1,317,False,6.699999999999999,11.65,6.35,0.0
2007-11-14,1.0,0.0,14.4,7.2,2047.994,False,2007,11,2,318,False,7.2,10.8,7.199999999999999,0.0
2007-11-15,2.5,9.7,17.2,6.1,1491.988,False,2007,11,3,319,False,11.1,11.649999999999999,6.350000000000001,0.0
2007-11-16,4.4,0.0,8.3,2.8,2309.754,False,2007,11,4,320,False,5.500000000000001,5.550000000000001,12.45,0.0
2007-11-17,2.2,0.0,7.8,1.7,2610.094,False,2007,11,5,321,True,6.1,4.75,13.25,0.0
2007-11-18,3.1,0.0,6.7,3.9,2183.858,False,2007,11,6,322,True,2.8000000000000003,5.3,12.7,0.0
2007-11-19,3.4,6.9,6.7,1.1,1723.654,False,2007,11,0,323,False,5.6,3.9000000000000004,14.1,0.0
2007-11-20,1.8,2.8,8.9,4.4,2095.856,False,2007,11,1,324,False,4.5,6.65,11.35,0.0
2007-11-21,0.8,0.0,14.4,6.1,1751.836,False,2007,11,2,325,False,8.3,10.25,7.75,0.0
2007-11-22,2.1,0.8,18.9,4.4,1932.378,False,2007,11,3,326,False,14.499999999999998,11.649999999999999,6.350000000000001,0.0
2007-11-23,3.4,0.0,4.4,-1.1,2522.618,False,2007,11,4,327,False,5.5,1.6500000000000001,16.35,0.0
2007-11-24,1.7,0.0,3.9,-3.3,1899.054,False,2007,11,5,328,True,7.199999999999999,0.30000000000000004,17.7,0.0
2007-11-25,1.8,0.0,9.4,1.1,1395.598,False,2007,11,6,329,True,8.3,5.25,12.75,0.0
2007-11-26,1.0,31.8,16.7,4.4,1569.716,False,2007,11,0,330,False,12.299999999999999,10.55,7.449999999999999,0.0
2007-11-27,3.5,0.8,17.8,6.1,2801.012,False,2007,11,1,331,False,11.700000000000001,11.95,6.050000000000001,0.0
2007-11-28,2.1,0.0,7.2,1.7,1644.94,False,2007,11,2,332,False,5.5,4.45,13.55,0.0
2007-11-29,2.8,0.3,10.6,5.0,1719.23,False,2007,11,3,333,False,5.6,7.8,10.2,0.0
2007-11-30,2.6,0.0,5.6,1.7,2331.728,False,2007,11,4,334,False,3.8999999999999995,3.65,14.35,0.0
2007-12-01,3.2,0.0,3.3,-3.9,3134.942,False,2007,12,5,335,True,7.199999999999999,-0.30000000000000004,18.3,0.0
2007-12-02,1.4,8.4,2.2,-6.7,2946.188,False,2007,12,6,336,True,8.9,-2.25,20.25,0.0
2007-12-03,4.3,7.9,8.3,0.0,1762.06,False,2007,12,0,337,False,8.3,4.15,13.85,0.0
2007-12-04,4.4,0.0,1.1,-2.2,2067.636,False,2007,12,1,338,False,3.3000000000000003,-0.55,18.55,0.0
2007-12-05,1.9,0.5,0.6,-2.2,2153.12,False,2007,12,2,339,False,2.8000000000000003,-0.8,18.8,0.0
2007-12-06,2.1,0.0,0.6,-6.1,2487.934,False,2007,12,3,340,False,6.699999999999999,-2.75,20.75,0.0
2007-12-07,1.6,0.0,1.7,-2.2,1769.016,False,2007,12,4,341,False,3.9000000000000004,-0.2500000000000001,18.25,0.0
2007-12-08,1.9,0.0,6.7,1.1,2213.404,False,2007,12,5,342,True,5.6,3.9000000000000004,14.1,0.0
2007-12-09,0.6,8.1,4.4,1.1,2274.584,False,2007,12,6,343,True,3.3000000000000003,2.75,15.25,0.0
2007-12-10,1.4,2.0,4.4,2.8,1758.754,False,2007,12,0,344,False,1.6000000000000005,3.6,14.4,0.0
2007-12-11,1.7,0.3,7.2,1.7,2305.104,False,2007,12,1,345,False,5.5,4.45,13.55,0.0
2007-12-12,3.0,0.0,11.1,1.1,1588.062,False,2007,12,2,346,False,10.0,6.1,11.9,0.0
2007-12-13,2.8,25.9,2.2,-1.7,1847.746,False,2007,12,3,347,False,3.9000000000000004,0.2500000000000001,17.75,0.0
2007-12-14,1.4,0.0,5.6,-0.6,1974.808,False,2007,12,4,348,False,6.199999999999999,2.5,15.5,0.0
2007-12-15,3.4,0.3,2.2,-1.7,2736.876,False,2007,12,5,349,True,3.9000000000000004,0.2500000000000001,17.75,0.0
2007-12-16,5.7,21.3,3.3,-1.7,2762.218,False,2007,12,6,350,True,5.0,0.7999999999999999,17.2,0.0
2007-12-17,5.4,0.0,0.6,-3.3,1797.066,False,2007,12,0,351,False,3.9,-1.3499999999999999,19.35,0.0
2007-12-18,2.3,0.0,2.8,-1.7,2623.194,False,2007,12,1,352,False,4.5,0.5499999999999999,17.45,0.0
2007-12-19,1.1,2.0,6.1,1.1,2196.052,False,2007,12,2,353,False,5.0,3.5999999999999996,14.4,0.0
2007-12-20,2.3,0.0,6.7,1.7,1949.758,False,2007,12,3,354,False,5.0,4.2,13.8,0.0
2007-12-21,4.2,0.0,3.9,2.2,1982.576,False,2007,12,4,355,False,1.6999999999999997,3.05,14.95,0.0
2007-12-22,3.8,0.0,5.0,1.7,2611.264,False,2007,12,5,356,True,3.3,3.35,14.65,0.0
2007-12-23,2.9,18.0,16.1,5.0,2409.048,False,2007,12,6,357,True,11.100000000000001,10.55,7.449999999999999,0.0
2007-12-24,3.5,0.0,10.0,2.8,2257.848,False,2007,12,0,358,False,7.2,6.4,11.6,0.0
2007-12-25,2.4,0.0,6.1,1.7,2694.968,False,2007,12,1,359,False,4.3999999999999995,3.9,14.1,0.0
2007-12-26,2.8,13.0,3.9,0.0,2580.28,False,2007,12,2,360,False,3.9,1.95,16.05,0.0
2007-12-27,2.0,1.3,6.1,2.2,2532.198,False,2007,12,3,361,False,3.8999999999999995,4.15,13.85,0.0
2007-12-28,2.1,0.5,9.4,4.4,3113.052,False,2007,12,4,362,False,5.0,6.9,11.1,0.0
2007-12-29,2.4,14.5,10.6,5.6,3298.956,False,2007,12,5,363,True,5.0,8.1,9.9,0.0
2007-12-30,1.8,3.0,6.1,1.7,2558.916,False,2007,12,6,364,True,4.3999999999999995,3.9,14.1,0.0
2007-12-31,2.8,5.6,6.7,1.7,2216.542,False,2007,12,0,365,False,5.0,4.2,13.8,0.0
2008-01-01,2.9,4.3,8.3,2.8,2759.738,False,2008,1,1,1,False,5.500000000000001,5.550000000000001,12.45,0.0
2008-01-02,4.1,0.0,3.3,-8.3,1644.106,False,2008,1,2,2,False,11.600000000000001,-2.5000000000000004,20.5,0.0
2008-01-03,2.9,0.0,-6.7,-11.1,1510.108,False,2008,1,3,3,False,4.3999999999999995,-8.9,26.9,0.0
2008-01-04,2.5,0.0,2.2,-8.9,2291.852,False,2008,1,4,4,False,11.100000000000001,-3.35,21.35,0.0
2008-01-05,1.6,1.5,6.1,0.0,2183.248,False,2008,1,5,5,True,6.1,3.05,14.95,0.0
2008-01-06,0.8,0.3,10.0,2.2,1825.184,False,2008,1,6,6,True,7.8,6.1,11.9,0.0
2008-01-07,1.9,0.0,16.7,7.2,1695.814,False,2008,1,0,7,False,9.5,11.95,6.050000000000001,0.0
2008-01-08,3.0,0.0,17.8,11.7,2043.55,False,2008,1,1,8,False,6.100000000000001,14.75,3.25,0.0
2008-01-09,3.8,0.8,17.8,8.3,1788.44,False,2008,1,2,9,False,9.5,13.05,4.949999999999999,0.0
2008-01-10,1.6,0.3,10.0,5.0,1894.076,False,2008,1,3,10,False,5.0,7.5,10.5,0.0
2008-01-11,2.3,32.8,13.3,4.4,1705.818,False,2008,1,4,11,False,8.9,8.850000000000001,9.149999999999999,0.0
2008-01-12,2.0,0.0,9.4,5.6,2871.408,False,2008,1,5,12,True,3.8000000000000007,7.5,10.5,0.0
2008-01-13,3.6,7.6,7.2,2.2,2881.656,False,2008,1,6,13,True,5.0,4.7,13.3,0.0
2008-01-14,2.9,4.6,3.9,1.1,2024.932,False,2008,1,0,14,False,2.8,2.5,15.5,0.0
2008-01-15,3.7,0.0,3.3,0.0,2686.912,False,2008,1,1,15,False,3.3,1.65,16.35,0.0
2008-01-16,3.4,0.0,3.9,-1.7,2135.852,False,2008,1,2,16,False,5.6,1.1,16.9,0.0
2008-01-17,2.6,6.4,3.9,-1.1,1572.282,False,2008,1,3,17,False,5.0,1.4,16.6,0.0
2008-01-18,4.0,11.7,8.9,1.7,2186.988,False,2008,1,4,18,False,7.2,5.3,12.7,0.0
2008-01-19,0.0,0.0,2.8,0.0,1980.306,False,2008,1,5,19,True,2.8,1.4,16.6,0.0
2008-01-20,4.9,0.0,1.1,-8.3,1740.368,False,2008,1,6,20,True,9.4,-3.6000000000000005,21.6,0.0
2008-01-21,3.6,0.0,-3.3,-9.4,1858.998,False,2008,1,0,21,False,6.1000000000000005,-6.35,24.35,0.0
2008-01-22,3.1,0.0,3.9,-5.0,2325.018,False,2008,1,1,22,False,8.9,-0.55,18.55,0.0
2008-01-23,3.6,0.0,4.4,-1.1,1882.308,False,2008,1,2,23,False,5.5,1.6500000000000001,16.35,0.0
2008-01-24,2.3,0.0,1.1,-4.4,1645.022,False,2008,1,3,24,False,5.5,-1.6500000000000001,19.65,0.0
2008-01-25,3.7,0.0,0.6,-6.1,2239.856,False,2008,1,4,25,False,6.699999999999999,-2.75,20.75,0.0
2008-01-26,1.7,0.0,1.1,-3.9,2834.988,False,2008,1,5,26,True,5.0,-1.4,19.4,0.0
2008-01-27,3.2,0.0,3.9,-1.1,2381.766,False,2008,1,6,27,True,5.0,1.4,16.6,0.0
2008-01-28,3.0,0.0,5.6,-2.8,2308.196,False,2008,1,0,28,False,8.399999999999999,1.4,16.6,0.0
2008-01-29,1.7,0.3,6.1,-1.1,2676.024,False,2008,1,1,29,False,7.199999999999999,2.5,15.5,0.0
2008-01-30,4.6,2.0,9.4,0.0,1640.646,False,2008,1,2,30,False,9.4,4.7,13.3,0.0
2008-01-31,3.1,0.0,3.3,-2.2,1953.922,False,2008,1,3,31,False,5.5,0.5499999999999998,17.45,0.0
2008-02-01,5.3,41.4,11.7,0.0,1534.652,False,2008,2,4,32,False,11.7,5.85,12.15,0.0
2008-02-02,4.0,0.0,6.1,1.7,2936.034,False,2008,2,5,33,True,4.3999999999999995,3.9,14.1,0.0
2008-02-03,1.1,0.0,9.4,0.6,2084.568,False,2008,2,6,34,True,8.8,5.0,13.0,0.0
2008-02-04,3.5,1.8,5.6,1.1,1628.138,False,2008,2,0,35,False,4.5,3.3499999999999996,14.65,0.0
2008-02-05,2.5,1.3,11.1,3.3,2472.456,False,2008,2,1,36,False,7.8,7.199999999999999,10.8,0.0
2008-02-06,2.4,1.0,20.0,5.0,1669.54,False,2008,2,2,37,False,15.0,12.5,5.5,0.0
2008-02-07,3.0,1.3,9.4,3.3,1518.31,False,2008,2,3,38,False,6.1000000000000005,6.35,11.65,0.0
2008-02-08,2.2,0.0,7.2,1.7,1950.564,False,2008,2,4,39,False,5.5,4.45,13.55,0.0
2008-02-09,2.2,1.5,6.7,2.8,2102.276,False,2008,2,5,40,True,3.9000000000000004,4.75,13.25,0.0
2008-02-10,5.3,0.0,6.7,-9.4,2184.714,False,2008,2,6,41,True,16.1,-1.35,19.35,0.0
2008-02-11,5.7,0.0,-4.4,-12.2,1692.016,False,2008,2,0,42,False,7.799999999999999,-8.3,26.3,0.0
2008-02-12,2.2,14.0,-0.6,-8.3,1987.798,False,2008,2,1,43,False,7.700000000000001,-4.45,22.45,0.0
2008-02-13,2.7,49.3,12.2,-0.6,1900.498,False,2008,2,2,44,False,12.799999999999999,5.8,12.2,0.0
2008-02-14,3.4,0.0,4.4,-2.2,1604.622,False,2008,2,3,45,False,6.6000000000000005,1.1,16.9,0.0
2008-02-15,3.6,0.0,8.3,-0.6,2005.208,False,2008,2,4,46,False,8.9,3.8500000000000005,14.149999999999999,0.0
2008-02-16,2.6,0.0,1.1,-5.0,2346.948,False,2008,2,5,47,True,6.1,-1.95,19.95,0.0
2008-02-17,3.5,5.8,11.7,-1.1,1933.368,False,2008,2,6,48,True,12.799999999999999,5.3,12.7,0.0
2008-02-18,3.9,6.9,17.8,4.4,1514.404,False,2008,2,0,49,False,13.4,11.100000000000001,6.899999999999999,0.0
2008-02-19,4.3,0.0,5.0,-2.2,2126.916,False,2008,2,1,50,False,7.2,1.4,16.6,0.0
2008-02-20,3.3,0.0,0.0,-4.4,2253.79,False,2008,2,2,51,False,4.4,-2.2,20.2,0.0
2008-02-21,2.9,0.0,0.6,-6.7,1633.85,False,2008,2,3,52,False,7.3,-3.0500000000000003,21.05,0.0
2008-02-22,2.7,17.8,1.1,-3.9,1732.564,False,2008,2,4,53,False,5.0,-1.4,19.4,0.0
2008-02-23,2.0,0.3,1.1,-2.2,1833.97,False,2008,2,5,54,True,3.3000000000000003,-0.55,18.55,0.0
2008-02-24,2.2,0.0,3.9,-4.4,1263.008,False,2008,2,6,55,True,8.3,-0.2500000000000002,18.25,0.0
2008-02-25,2.4,0.0,8.9,0.0,504.488,False,2008,2,0,56,False,8.9,4.45,13.55,0.0
2008-02-26,1.9,5.3,8.3,3.3,507.12,False,2008,2,1,57,False,5.000000000000001,5.800000000000001,12.2,0.0
2008-02-27,4.7,0.0,6.7,-5.6,566.72,False,2008,2,2,58,False,12.3,0.5500000000000003,17.45,0.0
2008-02-28,4.8,0.0,-2.2,-7.8,509.184,False,2008,2,3,59,False,5.6,-5.0,23.0,0.0
2008-02-29,3.2,3.6,1.7,-8.3,1333.348,False,2008,2,4,60,False,10.0,-3.3000000000000003,21.3,0.0
2008-03-01,4.1,3.6,7.8,0.6,1141.876,False,2008,3,5,61,True,7.2,4.2,13.8,0.0
2008-03-02,4.1,0.0,6.1,-2.2,1162.226,False,2008,3,6,62,True,8.3,1.9499999999999997,16.05,0.0
2008-03-03,2.7,0.0,12.8,2.2,1040.55,False,2008,3,0,63,False,10.600000000000001,7.5,10.5,0.0
2008-03-04,3.0,4.8,17.2,7.2,1668.99,False,2008,3,1,64,False,10.0,12.2,5.800000000000001,0.0
